parking_name,address,vehicle_types,weekday_fee,weekend_fee,fee_note,google_rating,google_review_count,google_maps_url,street_view_thumbnail_url,source
城市車旅新興八德站停車場,高雄市新興區八德二路與同愛街口西北側（新興段四小段183地號）,汽車,"每半小時40元（當日最高300元）；月租每月4,000元","每半小時40元（當日最高300元）；月租每月4,000元",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E5%9F%8E%E5%B8%82%E8%BB%8A%E6%97%85%E6%96%B0%E8%88%88%E5%85%AB%E5%BE%B7%E7%AB%99%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E5%85%AB%E5%BE%B7%E4%BA%8C%E8%B7%AF%E8%88%87%E5%90%8C%E6%84%9B%E8%A1%97%E5%8F%A3%E8%A5%BF%E5%8C%97%E5%81%B4%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E5%9B%9B%E5%B0%8F%E6%AE%B5183%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E5%85%AB%E5%BE%B7%E4%BA%8C%E8%B7%AF%E8%88%87%E5%90%8C%E6%84%9B%E8%A1%97%E5%8F%A3%E8%A5%BF%E5%8C%97%E5%81%B4%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E5%9B%9B%E5%B0%8F%E6%AE%B5183%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
齊杉興華林森停車場,高雄市新興區興華路49號對面（新興段二小段1721等地號）,汽車,"每半小時50元（當日最高500元）；月租每月5,000元","每半小時50元（當日最高500元）；月租每月5,000元",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E9%BD%8A%E6%9D%89%E8%88%88%E8%8F%AF%E6%9E%97%E6%A3%AE%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E8%88%88%E8%8F%AF%E8%B7%AF49%E8%99%9F%E5%B0%8D%E9%9D%A2%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E4%BA%8C%E5%B0%8F%E6%AE%B51721%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E8%88%88%E8%8F%AF%E8%B7%AF49%E8%99%9F%E5%B0%8D%E9%9D%A2%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E4%BA%8C%E5%B0%8F%E6%AE%B51721%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
日月亭六合停車場,高雄市新興區六合一路與錦田路西南側（新興段一小段918等地號）,汽車,"每半小時40元（當日最高300元）；月租每月4,000元","每半小時40元（當日最高300元）；月租每月4,000元",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%88%E4%BA%AD%E5%85%AD%E5%90%88%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E5%85%AD%E5%90%88%E4%B8%80%E8%B7%AF%E8%88%87%E9%8C%A6%E7%94%B0%E8%B7%AF%E8%A5%BF%E5%8D%97%E5%81%B4%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E4%B8%80%E5%B0%8F%E6%AE%B5918%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E5%85%AD%E5%90%88%E4%B8%80%E8%B7%AF%E8%88%87%E9%8C%A6%E7%94%B0%E8%B7%AF%E8%A5%BF%E5%8D%97%E5%81%B4%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E4%B8%80%E5%B0%8F%E6%AE%B5918%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
金石停車場,高雄市新興區明星街32號對面（新興段四小段1111-1等地號）,汽車,每半小時40元（當日最高600元）,每半小時40元（當日最高600元）,（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E9%87%91%E7%9F%B3%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E6%98%8E%E6%98%9F%E8%A1%9732%E8%99%9F%E5%B0%8D%E9%9D%A2%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E5%9B%9B%E5%B0%8F%E6%AE%B51111-1%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E6%98%8E%E6%98%9F%E8%A1%9732%E8%99%9F%E5%B0%8D%E9%9D%A2%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E5%9B%9B%E5%B0%8F%E6%AE%B51111-1%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
城市車旅新興民主站停車場,高雄市新興區民主橫路與明星街口東北側（新興段四小段873等地號）,汽車,"每半小時50元（當日最高500元）；月租每月3,000元（07:00-19:00）","每半小時50元（當日最高500元）；月租每月3,000元（07:00-19:00）",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E5%9F%8E%E5%B8%82%E8%BB%8A%E6%97%85%E6%96%B0%E8%88%88%E6%B0%91%E4%B8%BB%E7%AB%99%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E6%B0%91%E4%B8%BB%E6%A9%AB%E8%B7%AF%E8%88%87%E6%98%8E%E6%98%9F%E8%A1%97%E5%8F%A3%E6%9D%B1%E5%8C%97%E5%81%B4%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E5%9B%9B%E5%B0%8F%E6%AE%B5873%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E6%B0%91%E4%B8%BB%E6%A9%AB%E8%B7%AF%E8%88%87%E6%98%8E%E6%98%9F%E8%A1%97%E5%8F%A3%E6%9D%B1%E5%8C%97%E5%81%B4%EF%BC%88%E6%96%B0%E8%88%88%E6%AE%B5%E5%9B%9B%E5%B0%8F%E6%AE%B5873%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
Times高雄康莊路停車場,高雄市小港區康莊路30號西側（店鎮段一小段1345與1422地號）,汽車,每半小時50元（當日最高500元）,每半小時50元（當日最高500元）,（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=Times%E9%AB%98%E9%9B%84%E5%BA%B7%E8%8E%8A%E8%B7%AF%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E5%BA%B7%E8%8E%8A%E8%B7%AF30%E8%99%9F%E8%A5%BF%E5%81%B4%EF%BC%88%E5%BA%97%E9%8E%AE%E6%AE%B5%E4%B8%80%E5%B0%8F%E6%AE%B51345%E8%88%871422%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E5%BA%B7%E8%8E%8A%E8%B7%AF30%E8%99%9F%E8%A5%BF%E5%81%B4%EF%BC%88%E5%BA%97%E9%8E%AE%E6%AE%B5%E4%B8%80%E5%B0%8F%E6%AE%B51345%E8%88%871422%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
驛亭小港南北停車場,高雄市小港區南北路54巷11號西側（店鎮段二小段2967地號）,汽車,"月租每月3,000元","月租每月3,000元",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E9%A9%9B%E4%BA%AD%E5%B0%8F%E6%B8%AF%E5%8D%97%E5%8C%97%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E5%8D%97%E5%8C%97%E8%B7%AF54%E5%B7%B711%E8%99%9F%E8%A5%BF%E5%81%B4%EF%BC%88%E5%BA%97%E9%8E%AE%E6%AE%B5%E4%BA%8C%E5%B0%8F%E6%AE%B52967%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E5%8D%97%E5%8C%97%E8%B7%AF54%E5%B7%B711%E8%99%9F%E8%A5%BF%E5%81%B4%EF%BC%88%E5%BA%97%E9%8E%AE%E6%AE%B5%E4%BA%8C%E5%B0%8F%E6%AE%B52967%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
亞柏會舘停車場,高雄市小港區學府路113號室外地面層部分使用（高松段二小段2005地號）,汽車,"每半小時30元（當日最高300元）；月租每月3,000元","每半小時30元（當日最高300元）；月租每月3,000元",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E4%BA%9E%E6%9F%8F%E6%9C%83%E8%88%98%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E5%AD%B8%E5%BA%9C%E8%B7%AF113%E8%99%9F%E5%AE%A4%E5%A4%96%E5%9C%B0%E9%9D%A2%E5%B1%A4%E9%83%A8%E5%88%86%E4%BD%BF%E7%94%A8%EF%BC%88%E9%AB%98%E6%9D%BE%E6%AE%B5%E4%BA%8C%E5%B0%8F%E6%AE%B52005%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E5%AD%B8%E5%BA%9C%E8%B7%AF113%E8%99%9F%E5%AE%A4%E5%A4%96%E5%9C%B0%E9%9D%A2%E5%B1%A4%E9%83%A8%E5%88%86%E4%BD%BF%E7%94%A8%EF%BC%88%E9%AB%98%E6%9D%BE%E6%AE%B5%E4%BA%8C%E5%B0%8F%E6%AE%B52005%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
Times高雄廈莊五街第2停車場,高雄市小港區廈莊五街79號街口對面（廈莊段742等地號）,汽車,每半小時50元（當日最高500元）,每半小時50元（當日最高500元）,（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=Times%E9%AB%98%E9%9B%84%E5%BB%88%E8%8E%8A%E4%BA%94%E8%A1%97%E7%AC%AC2%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E5%BB%88%E8%8E%8A%E4%BA%94%E8%A1%9779%E8%99%9F%E8%A1%97%E5%8F%A3%E5%B0%8D%E9%9D%A2%EF%BC%88%E5%BB%88%E8%8E%8A%E6%AE%B5742%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B0%8F%E6%B8%AF%E5%8D%80%E5%BB%88%E8%8E%8A%E4%BA%94%E8%A1%9779%E8%99%9F%E8%A1%97%E5%8F%A3%E5%B0%8D%E9%9D%A2%EF%BC%88%E5%BB%88%E8%8E%8A%E6%AE%B5742%E7%AD%89%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
上御亭鳳山中山路停車場,高雄市鳳山區中山路138-7號（中山路138-7~138-9號部分使用）,汽車,"平日每半小時30元（當日最高240元）；月租每月3,000元","平日每半小時30元（當日最高240元）；月租每月3,000元",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E4%B8%8A%E5%BE%A1%E4%BA%AD%E9%B3%B3%E5%B1%B1%E4%B8%AD%E5%B1%B1%E8%B7%AF%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF138-7%E8%99%9F%EF%BC%88%E4%B8%AD%E5%B1%B1%E8%B7%AF138-7~138-9%E8%99%9F%E9%83%A8%E5%88%86%E4%BD%BF%E7%94%A8%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF138-7%E8%99%9F%EF%BC%88%E4%B8%AD%E5%B1%B1%E8%B7%AF138-7~138-9%E8%99%9F%E9%83%A8%E5%88%86%E4%BD%BF%E7%94%A8%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
曹和機車停車場,高雄市鳳山區和平路與曹公路西南側（曹新段61與85地號）,機車,每半小時10元（當日最高35元）,每半小時10元（當日最高35元）,（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E6%9B%B9%E5%92%8C%E6%A9%9F%E8%BB%8A%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E5%92%8C%E5%B9%B3%E8%B7%AF%E8%88%87%E6%9B%B9%E5%85%AC%E8%B7%AF%E8%A5%BF%E5%8D%97%E5%81%B4%EF%BC%88%E6%9B%B9%E6%96%B0%E6%AE%B561%E8%88%8785%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E5%92%8C%E5%B9%B3%E8%B7%AF%E8%88%87%E6%9B%B9%E5%85%AC%E8%B7%AF%E8%A5%BF%E5%8D%97%E5%81%B4%EF%BC%88%E6%9B%B9%E6%96%B0%E6%AE%B561%E8%88%8785%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
岩程文衡澄清停車場,高雄市鳳山區文衡路592、596、598號室外地面層（大貝湖段112地號）,汽車,"每半小時50元（當日最高500元）；月租每月5,000元","每半小時50元（當日最高500元）；月租每月5,000元",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E5%B2%A9%E7%A8%8B%E6%96%87%E8%A1%A1%E6%BE%84%E6%B8%85%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E6%96%87%E8%A1%A1%E8%B7%AF592%E3%80%81596%E3%80%81598%E8%99%9F%E5%AE%A4%E5%A4%96%E5%9C%B0%E9%9D%A2%E5%B1%A4%EF%BC%88%E5%A4%A7%E8%B2%9D%E6%B9%96%E6%AE%B5112%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E6%96%87%E8%A1%A1%E8%B7%AF592%E3%80%81596%E3%80%81598%E8%99%9F%E5%AE%A4%E5%A4%96%E5%9C%B0%E9%9D%A2%E5%B1%A4%EF%BC%88%E5%A4%A7%E8%B2%9D%E6%B9%96%E6%AE%B5112%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
八棓停車場,高雄市鳳山區甲智路右側（88快速道路右轉後，二甲段35-1地號）,汽車,"月租每月1,000元","月租每月1,000元",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E5%85%AB%E6%A3%93%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E7%94%B2%E6%99%BA%E8%B7%AF%E5%8F%B3%E5%81%B4%EF%BC%8888%E5%BF%AB%E9%80%9F%E9%81%93%E8%B7%AF%E5%8F%B3%E8%BD%89%E5%BE%8C%EF%BC%8C%E4%BA%8C%E7%94%B2%E6%AE%B535-1%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E7%94%B2%E6%99%BA%E8%B7%AF%E5%8F%B3%E5%81%B4%EF%BC%8888%E5%BF%AB%E9%80%9F%E9%81%93%E8%B7%AF%E5%8F%B3%E8%BD%89%E5%BE%8C%EF%BC%8C%E4%BA%8C%E7%94%B2%E6%AE%B535-1%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
勁侶頂豐停車場（鳳山）,高雄市鳳山區頂豐街與頂賢街口西南側（明頂段87地號）,汽車,"每半小時20元（當日最高120元）；月租每月3,000元","每半小時20元（當日最高120元）；月租每月3,000元",（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E5%8B%81%E4%BE%B6%E9%A0%82%E8%B1%90%E5%81%9C%E8%BB%8A%E5%A0%B4%EF%BC%88%E9%B3%B3%E5%B1%B1%EF%BC%89%20%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E9%A0%82%E8%B1%90%E8%A1%97%E8%88%87%E9%A0%82%E8%B3%A2%E8%A1%97%E5%8F%A3%E8%A5%BF%E5%8D%97%E5%81%B4%EF%BC%88%E6%98%8E%E9%A0%82%E6%AE%B587%E5%9C%B0%E8%99%9F%EF%BC%89,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E9%B3%B3%E5%B1%B1%E5%8D%80%E9%A0%82%E8%B1%90%E8%A1%97%E8%88%87%E9%A0%82%E8%B3%A2%E8%A1%97%E5%8F%A3%E8%A5%BF%E5%8D%97%E5%81%B4%EF%BC%88%E6%98%8E%E9%A0%82%E6%AE%B587%E5%9C%B0%E8%99%9F%EF%BC%89&key=YOUR_API_KEY,TBKC 合格登記路外民營停車場一覽表(更新至114年10月底)
岡山（地上）停車場,高雄市岡山區大仁北路3號,汽車,每半小時15元,每半小時15元,（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E5%B2%A1%E5%B1%B1%EF%BC%88%E5%9C%B0%E4%B8%8A%EF%BC%89%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%B2%A1%E5%B1%B1%E5%8D%80%E5%A4%A7%E4%BB%81%E5%8C%97%E8%B7%AF3%E8%99%9F,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E5%B2%A1%E5%B1%B1%E5%8D%80%E5%A4%A7%E4%BB%81%E5%8C%97%E8%B7%AF3%E8%99%9F&key=YOUR_API_KEY,TBKC 路外停車場一覽表(公有/委外) 114-12-29
興達港（地上）停車場,高雄市茄萣區民族路51號,汽車,每半小時5元,每半小時5元,（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E8%88%88%E9%81%94%E6%B8%AF%EF%BC%88%E5%9C%B0%E4%B8%8A%EF%BC%89%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E8%8C%84%E8%90%A3%E5%8D%80%E6%B0%91%E6%97%8F%E8%B7%AF51%E8%99%9F,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E8%8C%84%E8%90%A3%E5%8D%80%E6%B0%91%E6%97%8F%E8%B7%AF51%E8%99%9F&key=YOUR_API_KEY,TBKC 路外停車場一覽表(公有/委外) 114-12-29
統嶺社區停車場,高雄市大樹區佛光山寺對面,汽車,平日計次30元/6小時,假日計時15元/半小時,（若有月租/上限/優惠，已寫在費率文字內；實際以現場公告為準）,,,https://www.google.com/maps/search/?api=1&query=%E7%B5%B1%E5%B6%BA%E7%A4%BE%E5%8D%80%E5%81%9C%E8%BB%8A%E5%A0%B4%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%A4%A7%E6%A8%B9%E5%8D%80%E4%BD%9B%E5%85%89%E5%B1%B1%E5%AF%BA%E5%B0%8D%E9%9D%A2,https://maps.googleapis.com/maps/api/streetview?size=600x400&location=%E9%AB%98%E9%9B%84%E5%B8%82%E5%A4%A7%E6%A8%B9%E5%8D%80%E4%BD%9B%E5%85%89%E5%B1%B1%E5%AF%BA%E5%B0%8D%E9%9D%A2&key=YOUR_API_KEY,TBKC 路外停車場一覽表(公有/委外) 114-12-29
